text,label
"GPRS radio resource management procedures are required for the following - allocation and release of physical resources (i.e timeslots), monitoring GPRS channel utilisation to detect under-utilised or initiating congestion control procedures; and distribution of GPRS channel configuration information for broadcasting to the MSs.",1
NARQ is the number of Hybrid ARQ processes.,2
"Synchronization between the physical layer and the RLC/MAC layer is provided for the handling of timers, and the multiplexing of logical channels.",0
If the employed RANAP version does not provide the information the SGSN can infer information that the UE is capable of handling.,0
Specifications and reports for implementation of the 3GPP TM system should.,2
Frequencies for which NR_OF_FDD_CELLS is set to to 31 are not added to the 3G Cell Reselection list.,1
One IE shall be included for each PRA newly started or modified.,0
"The SCC AS sends media transfer response to UE. When the Inter-UE Transfer is completed, UE-1 keeps the Collaborativ.",1
The PFI may be provided in case the PFC flow control feature is negotiated.,0
The UE determines whether pre-registration is needed based on 1xRTT pre registration parameters broadcast in system information (SIB8).,0
Pre-registration applies only to Rel-8 since the UE registers directly in the 1xRTT network using the normal 1xCS.,0
Large transaction brackets can be also useful for efficiency reasons even transactions reduces this.,0
A configuration data file is available for processing.,2
"If any of the parameter restrictions are violated (e.g ""minimumNbOfDigits"" > ""maximumNbOfDigits""), then an operation error has occured.",0
"In that case, an alerting ringing tone has to be generated by the network.",2
This option is only open for the first activate operation of a session.,2
The speech codec is transparent for supervisory tones.,0
A CONNECT message and its acknowledgement CONNECT ACKNOWLEDGE complete the call establishment when the called party has answered.,1
"With this option, the network determines when the traffic channel is to be assigned.",2
This string provides forward-compatibility with future extensions to the enumeration.,2
API - SESSION_TERMINATION indicates that Rx session is terminated.,0
USAGE_REPORT indicates the usage report event.,0
ROAMING_NOT_ALLOWED identifies the configuration parameters are not allowed by roaming agreement.,0
OTHER_REASON identifies the configuration parameters are not configured due to other reason.,0
"Furthermore, the length limit also implies that RSA cannot be used as signature algorithm.",0
If the Follow Me feature is to be used by other operators - in particular if the remote party corresponds to a subscriber - operators are strongly advised to care for additional suitable security mechanisms to protect the remote party from potential harm by misuse of FM.,1
The non E-UTRAN capable MS should not deactivate the PDP context created by the PDP Context Activation Procedure unless all PDP contexts for the same PDN connection are to be deactivated.,1
"The reason for this choice is that the bursts of the CTSBCH TCH/F connection; it is therefore possible to support in the CTS-FP a speech connection and the CTSBCH transmission in parallel on the same timeslot, which allows the realisation of the CTS-FP hardware.",0
E-UTRAN includes this field if the E-UTRA frame boundary is aligned to the start of CDMA2000 system time.,0
Higher layers on the network side can request paging and notification.,0
The use of SCTD will be indicated by higher layers.,0
The support is mandatory in the UE except for the case where the UE only supports burst type.,2
Both MAP users can request the transfer of MAP APDUs until one of them requests the termination of the dialogue.,0
"In geographic areas where GSM and UTRA networks are deployed, the power video bandwidth of 100 kHz shall be no more than Band (MHz) power (dBm).",0
"In time, the combination of logical channels used on an assigned basic physical subchannel may change.",0
Delivery endpoints of LI_X shall be configured using the CreateDestination message.,0
Measures must be taken for mutual protection of receivers when BTS of different bands are co-sited. ,1
AS connection is periodically checked by the eNB and the UE for both up and down streams.,0
The next port number shall be assigned to the RTCP protocol.,1
"For each T.38 fax media stream over UDPTL/UDP transport to be setup with e2ae security, the IMS-ALG shall send the received WIC certificate fingerprint(s) to the eIMS-AGW that is then able to correlate the fingerprint within the media stream uniquely.",1
